City,Job Title,Job Link,Company Name,Company Link,Location,Salary,Job Views,Time of Post,Job Description,Skills Required,Job Industry,Functional Area,Total Positions,Job Shift,Job Type,Job Location,Gender,Minimum Education,Career Level,Minimum Experience,Apply Before,Posting Date
Islamabad,Team Lead (In-bound Customer Support),https://www.rozee.pk/team-lead-in-bound-customer-support-islamabad-jobs-1743250?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743250&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Abacus Outsourcing,javascript:;,Islamabad,"PKR. 70,000 - 70,000/Month",6 views,Posted 7 hours ago,Null,"Leadership, Problem-Solving, People-management, Communication, Organizational Skills, Knowledge of contact center operations, Proficiency In Microsoft Excel, Team Supervision, Performance Management, Social media trends and tools knowledge",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Islamabad,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Administration Manager (Health Care),https://www.rozee.pk/administration-manager-health-care-karachi-jobs-1743334?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743334&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Hcm International,javascript:;,Karachi,"PKR. 200,000 - 200,000/Month",59 views,Posted 6 hours ago,Null,"Strategic Planning, Project Coordination, Executive operations, Stakeholder Management, Event Planning, HR Administration, Healthcare sector knowledge, Digital health, Life Sciences, Technology, Management Consulting, Communication Skills, Multi-stakeholder program management, Clinical research familiarity, Responsible AI considerations",N/A,N/A,1 Post,First Shift (Day),"We are seeking a highly organized and trusted Administrative Manager to serve as the operational and planning right hand to the Senior Manager of Strategy and Execution. This role requires close collaboration with Senior Leadership, the Company Founder, and cross-functional teams across all Boston Health AI locations. The successful candidate will lead strategic planning, coordinate complex initiatives involving multiple stakeholders, enable swift and informed decision-making, and ensure precise execution across the company’s portfolio. This high-visibility, fast-paced position demands a calm, resourceful facilitator comfortable navigating both boardroom-level decisions and day-to-day operations.Key ResponsibilitiesStrategy & Planning:  Work closely with the Senior Manager, Strategy & Execution to lead annual and quarterly strategic planning and OKR cycles. Translate the company’s vision into actionable roadmaps with clear milestones, assigned owners, and measurable success criteria. Prepare detailed decision memos, pre-reads, risk/benefit analyses, and well-founded recommendations to support timely and rigorous decision-making. Monitor strategic initiatives from start to finish, proactively identifying risks, removing obstacles, and reallocating resources as necessary.Executive Operations:  Manage the Founder’s schedule and priorities, including long-term calendar planning, briefing materials, meeting preparation, and follow-up to maximize efficiency. Establish and facilitate key operating cadences such as Executive Leadership Team meetings, program reviews, pipeline reviews, clinical governance, and research steering committees. Document decisions and ensure effective follow-through. Maintain company collateral including presentations, one-pagers, and bios to ensure consistent and up-to-date external messaging. Coordinate the Founder’s on-site visits, particularly in Karachi, managing agendas, site tours, VIP meetings, media engagements, logistics, and day-of execution. Oversee VIP and special guest relations for the Founder in Karachi, handling invitations, protocol, on-site coordination, and hospitality.Communications & Stakeholder Management:  Serve as a primary point of contact for key internal and external stakeholders, representing the Founder and Leadership when appropriate. Lead the planning and execution of high-impact events and stakeholder engagements that align with business objectives. Manage all aspects including run of show, invitations, briefing packs, onsite delivery, and post-event follow-up. Support relationship management with healthcare institutions, health systems, academic partners, philanthropies, and public-sector collaborators.HR & Administrative Support:  Maintain employee records, contracts, and confidentiality agreements in accordance with company policies. Support onboarding and offboarding processes, including documentation, access management, asset handover, and induction. Manage leave requests and attendance records to ensure compliance with company policies. Coordinate with finance on payroll inputs and benefits administration. Ensure all HR-related documentation such as contracts, NDAs, and letters are current, properly filed, and easily accessible.Special Projects:  Lead time-sensitive, high-impact initiatives on behalf of the Founder, including new site launches, major grant applications, consortium formation, or strategic transactions.Required Qualifications  Minimum of 5 years’ experience in an administrative role within healthcare, digital health, life sciences, technology, or management consulting. Experience supporting C-level executives in senior program leadership roles is strongly preferred. A Bachelor’s degree is required.Preferred Qualifications and Benefits  Advanced degrees such as MBA, MPH, MHA, MD, or PhD are advantageous. Proven ability to manage complex, multi-stakeholder programs in regulated environments is preferred. Familiarity with clinical research processes and responsible AI considerations is a plus. Exceptional written and verbal communication skills are essential, with the ability to distill complex information into clear narratives and actionable options.Job Type: Full-time  Salary Range: Rs200,000 - Rs250,000 per month  Work Location: In person/Skills 
                                            
                                                            
                                                                                                                                                                                                      
                                                                        Strategic Planning
                                                                    
                                                                                                                                                                                                       
                                                                        Project Coordination
                                                                    
                                                                                                                                                                                                       
                                                                        Executive operations
                                                                    
                                                                                                                                                                                                       
                                                                        Stakeholder Management
                                                                    
                                                                                                                                                                                                       
                                                                        Event Planning
                                                                    
                                                                                                                                                                                                       
                                                                        HR Administration
                                                                    
                                                                                                                                                                                                       
                                                                        Healthcare sector knowledge
                                                                    
                                                                                                                                                                                                       
                                                                        Digital health
                                                                    
                                                                                                                                                                                                       
                                                                        Life Sciences
                                                                    
                                                                                                                                                                                                       
                                                                        Technology
                                                                    
                                                                                                                                                                                                       
                                                                        Management Consulting
                                                                    
                                                                                                                                                                                                       
                                                                        Communication Skills
                                                                    
                                                                                                                                                                                                       
                                                                        Multi-stakeholder program management
                                                                    
                                                                                                                                                                                                       
                                                                        Clinical research familiarity
                                                                    
                                                                                                                                                                                                       
                                                                        Responsible AI considerations/Job Details
                                                                                                        
                                                            
                                                            
                                                                                                                                                                            
                                                            
                                                                
    
                                                                    Total Positions:
                                                                
                                                                
                                                                    1 Post
                                                                
    
                                                            
                                                            
                                                                                                                
                                                                
    
                                                                    Job Shift:
                                                                
                                                                
                                                                    First Shift (Day)
    
                                                                
    
                                                            
                                                            
                                                                                                                    
                                                                
                                                                    Job Type:
                                                                
                                                                 First Shift (Day)
                                                            
                                                            
                                                            
                                                                                                           
                                                            
                                                                
                                                                                                                                         Job Location:
                                                                                                                                    
                                                                
                                                                                                                                            
                                                                                                                                                                                                                                                                                                            Karachi,
                                                                                                                                                                                                                                                                                            Pakistan
                                                                
                                                            
                                                        
                                                        

            
                                                            
                                                            
                                                                                                                    
                                                                
                                                                    Gender:
                                                                
                                                                
                                                                    No Preference
    
                                                                
                                                            
    
                                                                
                                                                
                                                                                                                        
                                                                                                                                                                                    
                                                                    
                                                                        Age:
                                                                    
                                                                    
                                                                        18 - 65 Years
                                                                    
                                                                
                                                                                                                        
                                                                                                                    
                                                                
    
                                                                    Minimum Education:
                                                                
                                                                
                                                                    Bachelors
                                                                
    
                                                            
                                                                                                                                                                                                                                    
                                                                
    
                                                                    Career Level:
                                                                
                                                                
                                                                    Mid-Level
                                                                
    
                                                            
                                                                                                                
                                                                                                                                                                                    
                                                                    
                                                                        Experience:
                                                                    
                                                                    
                                                                        3 Years - 5 Years 
                                                                    
                                                                
                                                                                                                    
                                                                                                            
                                                        
    
    
                                                                                                                                                                            
                                                            
                                                            
                                                            
                                                            
                                                            
                                                                
    
                                                                    Apply Before:
                                                                
                                                                
                                                                    Nov 30, 2025
                                                                
    
                                                            
                                                            
                                                            
                                                            
                                                                
    
                                                                    Posting Date:
                                                                
                                                                
                                                                    Oct 30, 2025/First Shift (Day)/Karachi/Pakistan",Karachi,No Preference,Bachelors,Mid-Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,"Senior Manager, Performance",https://www.rozee.pk/senior-manager-performance-karachi-jobs-1661702?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1661702&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,foodpanda,javascript:;,Karachi,N/A,1845 views,Posted 6 hours ago,Null,"SQL, Teamwork, Communication, Storytelling, Presentation, business strategy, Data Analysis, Looker Studio, Excel, Statistics, Problem-Solving, Budgeting, Planning, Financial Analysis, Business, Computer Science, Mathematics",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Manager,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,LTV Driver for Suzuki Pickup,https://www.rozee.pk/ltv-driver-for-suzuki-pickup-karachi-jobs-1743314?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743314&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Netline Pvt,javascript:;,Karachi,"PKR. 35,000 - 35,000/Month",26 views,Posted 6 hours ago,Null,"Valid LTV Driving License, Basic knowledge of electrical items, Reading and Writing Skills, Punctuality, Discipline, Trustworthiness, Vehicle Maintenance, Record Keeping",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Customer Sales Reps,https://www.rozee.pk/customer-sales-reps-karachi-jobs-1743308?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743308&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Mars BPO,javascript:;,Karachi,"PKR. 35,000 - 35,000/Month",12 views,Posted 6 hours ago,Null,"المحاسبة للشركات, Confidence and professionalism with U.S., Ability to work well in a team, Customer Service, Outbound Calling, Multi-channel customer support (phone, email, chat)",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,HR Intern/ Front Desk (Female),https://www.rozee.pk/hr-intern-front-desk-female-karachi-jobs-1743306?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743306&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Mars BPO,javascript:;,Karachi,"PKR. 20,000 - 20,000/Month",10 views,Posted 6 hours ago,Null,"Human Resources, Recruitment, Employee Relations, Onboarding, HR Project Initiatives, Confidentiality, Communication Skills, Interpersonal Skills, Organizational Skills, Microsoft Office (Word, Excel, PowerPoint), Data Entry, Teamwork, Independent Work",N/A,N/A,1 Post,First Shift (Day),Internship,Karachi,Male,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,DME Call Agent (USA-Based Campaign),https://www.rozee.pk/dme-call-agent-usa-based-campaign-karachi-jobs-1743298?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743298&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,dorsum,javascript:;,Karachi,"PKR. 20,000 - 20,000/Month",11 views,Posted 6 hours ago,Null,"Handling DME calls, Sales Processes, Excellent Communication, Fluent English, Interpersonal Skills, Customer Service, Call Center Experience",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,International Sales Representative,https://www.rozee.pk/international-sales-representative-karachi-jobs-1743294?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743294&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Mars BPO,javascript:;,Karachi,"PKR. 35,000 - 35,000/Month",6 views,Posted 6 hours ago,Null,"Fluent English Communication, Lead Generation, Customer Relationship Management, Documentation and Record Keeping, Problem Solving, Collaboration",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,N/A,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Self Sales Closer (Night Shift),https://www.rozee.pk/self-sales-closer-night-shift-karachi-jobs-1743290?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743290&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Mars BPO,javascript:;,Karachi,"PKR. 40,000 - 40,000/Month",11 views,Posted 6 hours ago,Null,"Strong English Communication, Negotiation Skills, Lead Management, Inbound and outbound calls handling, Customer Query Resolution, Sales Closing, working night shifts",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Business Development & Corporate Relations Executive,https://www.rozee.pk/business-development-corporate-relations-executive-karachi-jobs-1743286?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743286&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Iberianz,javascript:;,Karachi,"PKR. 70,000 - 70,000/Month",6 views,Posted 6 hours ago,Null,"Communication, Presentation, Cold Calling, LinkedIn Networking, Client Follow-ups, Video Content Creation, CRM Tools, Sales, Marketing, HR Services, Digital savvy",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,MERN Stack Internship,https://www.rozee.pk/mern-stack-internship-karachi-jobs-1743282?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743282&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Coderatory,javascript:;,Karachi,N/A,7 views,Posted 6 hours ago,Null,"JavaScript, REACT.JS, Node.js, Mongodb, Express, Rest APIs, Git, Version Control, Problem-Solving",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,IT Admin,https://www.rozee.pk/it-admin-karachi-jobs-1743272?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743272&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Emeriosoft,javascript:;,Karachi,"PKR. 60,000 - 60,000/Month",20 views,Posted 6 hours ago,Null,"Windows OS, MAC OS, Linux OS, Networking Concepts, TCP/IP, VLANs, Routing, VPN Technologies, Cybersecurity Tools, Backup Solutions, Disaster Recovery, Problem-Solving, Communication Skills, Multitasking",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Data Reporting Analyst (Advanced Excel Expert),https://www.rozee.pk/data-reporting-analyst-advanced-excel-expert-karachi-jobs-1743260?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743260&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Appedology PVT,javascript:;,Karachi,"PKR. 45,000 - 45,000/Month",24 views,Posted 6 hours ago,Null,"Advanced Excel, vlookup, Conditional Formulas, PivotTables, Data Manipulation, Data Analysis, Report Automation, Macros, VBA Programming, Power BI (preferred)",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Salesman - Outdoor,https://www.rozee.pk/asa-polymer-salesman-outdoor-karachi-jobs-1731768?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1731768&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,ASA POLYMER,//www.rozee.pk/company/asa-polymer,Karachi,"PKR. 70,000 - 100,000/Month",185 views,"Posted Oct 17, 2025",Null,"Customer Serivce Skills, Handling Customer Interactions, Customer Analysis, Retail Sales Knowledge, Retail Sales, Communication for Development, Field Communications",Manufacturing,Sales & Business Development,1 Post,First Shift (Day),Full Time/Permanent,Karachi,Male,Intermediate/A-Level,Experienced Professional,5 Years,"Nov 18, 2025","Oct 17, 2025"
Karachi,Floor Supervisor Retail,https://www.rozee.pk/floor-supervisor-retail-karachi-jobs-1743248?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743248&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,FRESH BASKET,javascript:;,Karachi,"PKR. 40,000 - 40,000/Month",38 views,Posted 7 hours ago,Null,"Retail Management, Leadership, Team Motivation, Organizational Skills, Time Management, Knowledge of fresh produce, Product Handling, Communication, Interpersonal Skills, Inventory Management, Ordering systems, Customer Service",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Computer Operator,https://www.rozee.pk/computer-operator-karachi-jobs-1743234?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743234&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,STALLYONS TECHNOLOGIES,javascript:;,Karachi,"PKR. 25,000 - 25,000/Month",37 views,Posted 7 hours ago,Null,"Typing, English Writing, Data Entry, Document Preparation, computer system operation",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Sales Executive,https://www.rozee.pk/tek-venture-sales-executive-karachi-jobs-1742882?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1742882&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Tek Venture,//www.rozee.pk/company/tek-venture,Karachi,"PKR. 25,000 - 45,000/Month",13 views,Posted 7 hours ago,Null,"Live Chat Handling, Sales Operations, Fluent, Creative Design Knowledge",Information Technology,Sales & Business Development,3 Posts,Third Shift (Night),Full Time/Permanent,Karachi,No Preference,Intermediate/A-Level,Entry Level,"Less than 1 Year (-Should be familiar with discord, twitch and twiter)","Nov 09, 2025","Oct 30, 2025"
Karachi,Accounts Officer,https://www.rozee.pk/accounts-officer-karachi-jobs-1743206?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743206&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Liberty Mills,javascript:;,Karachi,N/A,53 views,Posted 7 hours ago,Null,"Payment Processing, Inventory Accounting, Oracle ERP, Account Reconciliation, Financial Closing, Audit Support, Accounting Principles, MS Excel",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Chief of Staff / Operations / Marketing Lead,https://www.rozee.pk/it-company-chief-of-staff-operations-marketing-lead-jobs-1743168?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743168&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,IT Company,//www.rozee.pk/company/it-company,Multiple Cities,"PKR. 100,000 - 125,000/Month",69 views,Posted 7 hours ago,Null,"Communion   Skills, Operating Efficiencies, Leadership Management, Marketing Strategie",Information Technology,Operations,1 Post,Work from Home,Full Time/Permanent,"Islamabad, Karachi, Lahore",No Preference,Bachelors,Experienced Professional,2 Years,"Nov 30, 2025","Oct 30, 2025"
Karachi,QA Executive - Microbiologist (FMCG),https://www.rozee.pk/prime-human-resource-services-pvt-ltd-qa-executive-microbiologist-fmcg-karachi-jobs-1740018?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1740018&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Prime Human Resource Services (Pvt) Ltd,//www.rozee.pk/company/prime-human-resource-services-pvt-ltd,Karachi,"PKR. 60,000 - 70,000/Month",46 views,Posted 2 days ago,Null,"Environment Health Safety Management, Laboratory Operations Management, Hygiene Standards, Statistical Data Analysis, Biological Data Analysis, Biotechnology, Food Microbiology, Laboratory Quality Assurance",Recruitment / Employment Firms,Quality Assurance (QA),35+ Posts,First Shift (Day),Full Time/Permanent,Karachi,Male,Masters,Experienced Professional,N/A,"Nov 27, 2025","Oct 28, 2025"
Karachi,Relationship Executive,https://www.rozee.pk/united-bank-limited-ubl-relationship-executive-all-cities-jobs-1742118?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1742118&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,United Bank Limited (UBL),//www.rozee.pk/company/united-bank-limited-ubl,All Cities,N/A,4662 views,Posted 8 hours ago,Null,"Branch Support., Google Ads Planning, Manage Client Relationships, Client Acquisition Skills",Banking/Financial Services,Client Services & Customer Support,1 Post,First Shift (Day),Full Time/Permanent,All Cities,Male,Intermediate/A-Level,Entry Level,N/A,"Jan 30, 2026","Oct 30, 2025"
Karachi,IT Support / Network Troubleshooter,https://www.rozee.pk/pakistan-fumigation-corporation-it-support-network-troubleshooter-karachi-jobs-1732596?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1732596&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Null,//www.rozee.pk/company/pakistan-fumigation-corporation,"Pakistan Fumigation Corporation 
                                                    
                                                                    
                                                                                                            PKR 25",N/A,Null,Null,Null,Null,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nov 21, 2025","Oct 23, 2025"
Karachi,Telesales Agent,https://www.rozee.pk/na-telecom-solutions-pvt-ltd-telesales-agent-karachi-jobs-1742448?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1742448&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,NA Telecom Solutions Pvt Ltd,//www.rozee.pk/company/na-telecom-solutions-pvt-ltd,Karachi,"PKR. 30,000 - 90,000/Month",38 views,Posted Yesterday,Null,"Convincing Ability, Positive Discipline, Strong Communication Skills",BPO,Telemarketing,35+ Posts,First Shift (Day),Full Time/Permanent,Karachi,Female,Intermediate/A-Level,Entry Level,Less than 1 Year,"Nov 29, 2025","Oct 29, 2025"
Karachi,Senior Staff Accountant,https://www.rozee.pk/senior-staff-accountant-karachi-jobs-1743140?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743140&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Contour Software,javascript:;,Karachi,N/A,33 views,Posted 8 hours ago,Null,"Bookkeeping, Accounting, Accounts Payable and Receivable, Financial Record Management, Microsoft Dynamics GP, Data Entry, Numerical Aptitude, Spreadsheets, MS Excel, English Proficiency, IFRS Knowledge, Journal Entries, Financial Reporting, Bank Reconciliations, Variance Analysis",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Balochi Speaker,https://www.rozee.pk/balochi-speaker-karachi-jobs-1743134?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743134&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,talent ibex,javascript:;,Karachi,N/A,17 views,Posted 8 hours ago,Null,"Balochi, pushto, English, Customer Service, Communication Skills, Microsoft Excel, Microsoft Word",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Project Manager,https://www.rozee.pk/project-manager-karachi-jobs-1743128?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743128&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Siemens Energy,javascript:;,Karachi,N/A,21 views,Posted 8 hours ago,Null,"Project execution of HV Substations, Project Management, Negotiation Skills, Influencing and communication, English Proficiency, Computer Skills, ERP Systems, Design Software, Contract and Claim Management, Risk and opportunity management",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Head Of Operations,https://www.rozee.pk/parhana-group-head-of-operations-karachi-jobs-1742906?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1742906&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Parhana Group,//www.rozee.pk/company/parhana-group,Karachi,"PKR. 40,000 - 100,000/Month",35 views,Posted 8 hours ago,Null,"Cargo Operations Knowledge, Microsoft Outlook, Operations Control, Operations Improvement, Configuring Software, of Financial Management, Fornt Office Support, LimeSurvey, Sales Operations, RZ",Education/Training,Operations,2 Posts,First Shift (Day),Full Time/Permanent,Karachi,Female,Masters,Department Head,N/A,"Dec 01, 2025","Oct 30, 2025"
Karachi,Manager Corporate - B2B Sales / Modern Trade,https://www.rozee.pk/orient-electronics-pvt-ltd-manager-corporate-b2b-sales-modern-trade-karachi-jobs-1743084?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743084&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Orient Electronics Pvt Ltd,//www.rozee.pk/company/orient-electronics-pvt-ltd,Karachi,N/A,32 views,Posted 8 hours ago,Null,"Relationship Management, Planning and  Execution, Negotiation Skills",Manufacturing,Sales & Business Development,1 Post,First Shift (Day),Full Time/Permanent,Karachi,No Preference,Bachelors,Experienced Professional,"5 Years (Minimum 5 – 7 years of proven experience in corporate, B2B sales and modern trade.)","Nov 11, 2025","Oct 30, 2025"
Karachi,Junior Graphic Designer,https://www.rozee.pk/ozbix-junior-graphic-designer-karachi-jobs-1743082?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743082&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Ozbix,//www.rozee.pk/company/ozbix,Karachi,N/A,7 views,Posted 8 hours ago,Null,"Logo Design, Adobe Creative Suite, Communication Skills",N/A,Creative Design,2 Posts,First Shift (Day),Full Time/Permanent,Karachi,Male,Bachelors,Entry Level,1 Year,"Dec 01, 2025","Oct 30, 2025"
Karachi,People Experience Manager,https://www.rozee.pk/people-experience-manager-karachi-jobs-1743096?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743096&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Pfizer,javascript:;,Karachi,N/A,17 views,Posted 8 hours ago,Null,"Compensation And Benefits, Working in complex matrix organizations, Adaptability, Confidentiality handling, Communication, Presentation, Facilitation, Data Analysis, Organizational Diagnostics, Project Management, Human Resources, HR Business Partnering, HR Policies and Procedures, Expatriate Management, Culture Change Management, Stakeholder Management, Organizational Development, Colleague Relations, talent planning, Recruitment Lifecycle Management",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Medical Billing Analyst,https://www.rozee.pk/claims-med-inc-medical-billing-analyst-karachi-jobs-1742986?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1742986&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Claims Med inc,//www.rozee.pk/company/claims-med-inc,Karachi,"PKR. 45,000 - 50,000/Month",27 views,Posted 8 hours ago,Null,"Communication Skills, Fluent In English, Coordiantion Skills",N/A,Operations,4 Posts,First Shift (Day),Full Time/Permanent,Karachi,Male,Intermediate/A-Level,Entry Level,Fresh,"Dec 01, 2025","Oct 30, 2025"
Karachi,Talent Acquisition Partner - (6 month contract),https://www.rozee.pk/talent-acquisition-partner-6-month-contract-karachi-jobs-1743078?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743078&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Careem,javascript:;,Karachi,N/A,8 views,Posted 8 hours ago,Null,"Artificial Intelligence, Data-driven recruitment, Screening, Applicant Tracking Systems, Mobile Engineering, AI understanding (general appreciation for AI, Data Analytics, Sourcing, Influencing Skills, Data Analytics Recruitment, Problem Solving, Greenhouse, Talent Acquisition, Technical Recruiting, Applicant Tracking Systems (Greenhouse), LinkedIn Recruiter, Data Science, Engineering Recruitment, Stakeholder Management, Offer Management, Data Science Recruitment, Backend Engineering",N/A,N/A,1 Post,First Shift (Day),Contract,Karachi,No Preference,N/A,Manager,N/A,"Nov 30, 2025","Oct 30, 2025"
Karachi,Social Media Content Manager,https://www.rozee.pk/social-media-content-manager-karachi-jobs-1743070?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1743070&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Careem,javascript:;,Karachi,N/A,7 views,Posted 8 hours ago,Null,"Social Media Analytics, Collaboration And Teamwork, Social Media Management, Knowledge of social media channels and trends, Video Editing, Content creation and production, Content Creation, Creative Thinking, AI, Social Media Platforms, Adobe Premiere Pro, Strong Communication Skills, AI application to automate workflows and build, Social Media Strategy, Social Media Campaigns, CapCut), Adobe After Effects, Video editing (Adobe Premiere Pro, Social Media Content, Content Production, Social Media Strategy Development, Capcut",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,N/A,Mid-Level,N/A,"Nov 30, 2025","Oct 30, 2025"
